mission_id,profile_id,structured_score_true,semantic_score_true,business_score_true,final_score_true,label
6,66,0.6474,0.0339,0.1074,0.294,0
6,67,0.6058,0.0,0.0123,0.2448,0
6,68,0.4965,0.1322,0.1549,0.2824,0
6,69,0.7162,0.0,0.388,0.3641,0
6,70,0.7992,0.1132,0.4162,0.4482,0
6,71,0.6685,0.2524,0.5028,0.4689,1
6,72,0.7446,0.1894,0.6189,0.4974,1
6,73,0.6321,0.1377,0.1707,0.3421,0
6,74,0.6568,0.0408,0.009,0.2809,0
6,75,0.5681,0.0869,0.498,0.3616,0
6,76,0.5828,0.0786,0.1267,0.2899,0
6,77,0.737,0.0672,0.0296,0.3276,0
6,78,0.7931,0.019,0.2385,0.3726,0
6,79,0.5898,0.0414,0.0901,0.2705,0
6,80,0.6265,0.0687,0.3057,0.3393,0
6,81,0.5827,0.088,0.1638,0.301,0
6,82,0.7026,0.0916,0.2871,0.3751,0
6,83,0.5179,0.0112,0.2727,0.2662,0
6,84,0.9754,0.1176,0.3268,0.5025,1
6,85,0.6592,0.0193,0.2069,0.3128,0
6,86,0.6383,0.0299,0.0955,0.2864,0
6,87,0.6789,0.0471,0.4219,0.3748,0
6,88,0.7133,0.082,0.2011,0.3583,0
6,89,0.7194,0.0485,0.057,0.3186,0
6,90,0.8743,0.0298,0.311,0.4238,0
6,91,0.4768,0.008,0.1998,0.2339,0
6,92,0.9445,0.1923,0.7617,0.6071,2
6,93,0.5172,0.0,0.0,0.2069,0
6,94,0.8054,0.0368,0.0687,0.3506,0
6,95,0.6144,0.0,0.0,0.2457,0
6,96,0.6981,0.0489,0.4689,0.3926,0
6,97,0.6948,0.0559,0.1675,0.3337,0
6,98,0.6577,0.0879,0.1953,0.3373,0
6,99,0.7426,0.0298,0.1209,0.3331,0
6,100,0.7254,0.2593,0.4455,0.483,1
6,101,0.5402,0.15,0.4173,0.3595,0
6,102,0.5857,0.0301,0.0188,0.2501,0
6,103,0.6423,0.1816,0.1793,0.3654,0
6,104,0.5303,0.0,0.0,0.2121,0
6,105,0.8196,0.0705,0.5334,0.4627,0
6,106,0.6899,0.185,0.4358,0.4371,0
6,107,0.7279,0.0339,0.0691,0.3185,0
6,108,0.5716,0.0373,0.0,0.2436,0
6,109,0.5637,0.0351,0.0,0.2395,0
6,110,1.0,0.2333,0.4473,0.5828,2
6,111,0.8763,0.1102,0.6192,0.5184,1
6,112,0.7402,0.0093,0.1268,0.3252,0
6,113,0.5798,0.1635,0.1984,0.337,0
6,114,0.6009,0.0446,0.2325,0.3047,0
6,115,0.5592,0.0367,0.2239,0.2832,0
6,116,0.6235,0.0574,0.1249,0.2974,0
6,117,0.8065,0.0389,0.4878,0.4357,0
6,118,0.6061,0.2143,0.1867,0.3655,0
6,119,0.7485,0.0208,0.086,0.3249,0
6,120,0.6396,0.0734,0.2382,0.3328,0
6,121,0.7903,0.1666,0.3015,0.4431,0
6,122,0.6784,0.044,0.1745,0.3239,0
6,123,0.8435,0.1322,0.2594,0.4422,0
6,124,0.712,0.0711,0.2078,0.3548,0
6,125,0.6191,0.0729,0.0373,0.2843,0
6,126,0.4731,0.0,0.0083,0.1909,0
6,127,0.6057,0.0134,0.1448,0.2766,0
6,128,0.7373,0.1516,0.7567,0.5069,1
6,129,0.8256,0.0025,0.2822,0.3877,0
6,130,0.8289,0.2573,0.3707,0.5086,1
6,131,0.8049,0.0344,0.0335,0.3424,0
6,132,0.6903,0.1191,0.231,0.3699,0
6,133,0.4928,0.0195,0.0,0.205,0
6,134,0.7374,0.1673,0.5114,0.4642,0
6,135,0.5353,0.2115,0.8188,0.4625,0
6,136,0.6579,0.021,0.0,0.2716,0
6,137,0.6999,0.1605,0.111,0.3663,0
6,138,0.8397,0.0224,0.0617,0.3572,0
6,139,0.4697,0.0406,0.4074,0.2856,0
6,140,0.5223,0.0018,0.0815,0.2259,0
6,141,0.6737,0.1167,0.3266,0.3815,0
6,142,0.7953,0.2015,0.4858,0.4958,1
6,143,0.6013,0.067,0.0803,0.2834,0
6,144,0.689,0.0287,0.0,0.2871,0
6,145,0.6503,0.0948,0.2018,0.3384,0
6,146,0.7771,0.0219,0.0,0.3196,0
6,147,0.9491,0.0327,0.5635,0.5054,1
6,148,0.6609,0.0592,0.4686,0.3818,0
6,149,0.8198,0.1086,0.768,0.5249,1
6,150,0.5289,0.0,0.0113,0.2138,0
6,151,0.9116,0.0223,0.2437,0.4223,0
6,152,0.6538,0.0,0.0,0.2615,0
6,153,0.8646,0.1255,0.5899,0.514,1
6,154,0.7933,0.0392,0.4757,0.4281,0
6,155,0.7749,0.0178,0.1799,0.353,0
6,156,0.6751,0.0963,0.0584,0.3202,0
6,157,0.6093,0.2539,0.2665,0.3986,0
6,158,0.6817,0.1186,0.391,0.3983,0
6,159,0.819,0.0163,0.2937,0.3929,0
6,160,0.6789,0.0213,0.0791,0.2959,0
6,161,0.5951,0.0732,0.4432,0.3559,0
6,162,0.3511,0.0308,0.039,0.1605,0
6,163,0.7412,0.203,0.6,0.4977,1
6,164,0.7422,0.0647,0.5171,0.4262,0
6,165,0.5296,0.0685,0.4867,0.3366,0
6,166,0.6723,0.0447,0.0,0.2868,0
6,167,0.7556,0.0645,0.1972,0.3675,0
6,168,0.6262,0.1091,0.1702,0.3282,0
6,169,0.7752,0.1251,0.2739,0.4149,0
6,170,0.5487,0.2436,0.3414,0.3852,0
6,171,1.0,0.1674,0.6673,0.6004,2
6,172,0.6682,0.0401,0.1301,0.3093,0
6,173,0.7148,0.1059,0.5373,0.4358,0
6,174,0.7543,0.0,0.5575,0.4132,0
6,175,0.5893,0.2793,0.1711,0.3816,0
6,176,0.7346,0.0738,0.3276,0.3889,0
6,177,0.8345,0.1278,0.5931,0.5035,1
6,178,0.7078,0.0057,0.3793,0.3613,0
6,179,0.7044,0.0,0.1697,0.3157,0
6,180,0.6707,0.02,0.0921,0.2947,0
6,181,0.8084,0.0691,0.2957,0.4101,0
6,182,0.5836,0.0,0.114,0.2562,0
6,183,0.7709,0.0878,0.1506,0.3736,0
6,184,0.751,0.0262,0.0574,0.3223,0
6,185,0.7848,0.0473,0.2639,0.3856,0
6,186,0.6872,0.0,0.4953,0.3739,0
6,187,0.6387,0.01,0.2392,0.3073,0
6,188,0.5587,0.0753,0.044,0.2624,0
6,189,0.6309,0.0696,0.7744,0.4351,0
6,190,0.7618,0.0514,0.1613,0.3576,0
6,191,0.4729,0.0,0.1101,0.2112,0
6,192,0.8317,0.107,0.1624,0.408,0
6,193,0.8823,0.0,0.0218,0.3573,0
6,194,0.6741,0.0173,0.0287,0.2823,0
6,195,0.7357,0.0427,0.0591,0.3232,0
6,196,0.5694,0.2082,0.2397,0.359,0
6,197,0.6964,0.0,0.2661,0.3318,0
6,198,0.5686,0.0,0.0983,0.2471,0
6,199,0.6341,0.0409,0.0312,0.2762,0
6,200,0.7415,0.1226,0.4512,0.4359,0
6,201,0.6718,0.1972,0.0556,0.3587,0
6,202,0.5586,0.0,0.0593,0.2353,0
6,203,0.9554,0.0362,0.0753,0.4117,0
6,204,0.7561,0.0564,0.4767,0.4203,0
6,205,0.6994,0.0,0.0474,0.2892,0
6,206,0.5254,0.052,0.3618,0.3033,0
6,207,0.694,0.2142,0.7372,0.5107,1
6,208,0.7928,0.0552,0.1796,0.3751,0
6,209,0.8814,0.0494,0.0078,0.3739,0
6,210,0.7812,0.0519,0.5921,0.4516,0
6,211,0.7426,0.3162,0.709,0.5654,1
6,212,0.7499,0.0477,0.0015,0.3194,0
6,213,0.693,0.0594,0.47,0.395,0
6,214,0.6588,0.1972,0.2409,0.3906,0
6,215,0.5237,0.0,0.0208,0.2136,0
6,216,0.855,0.224,0.3422,0.5,1
6,217,0.7635,0.0673,0.4562,0.4236,0
6,218,0.766,0.0347,0.4775,0.4158,0
6,219,0.8451,0.0253,0.2644,0.401,0
6,220,0.7815,0.1073,0.1825,0.392,0
6,221,0.7143,0.0,0.0911,0.3039,0
6,222,0.6312,0.0161,0.1577,0.2905,0
6,223,0.8897,0.1345,0.5127,0.5122,1
6,224,0.6149,0.0314,0.0,0.2585,0
6,225,0.6549,0.0525,0.3977,0.3625,0
6,226,0.7359,0.1303,0.6792,0.4823,1
6,227,0.6654,0.0,0.4424,0.3546,0
6,228,0.7984,0.2335,0.6999,0.5527,1
6,229,0.5397,0.0314,0.2963,0.2877,0
6,230,0.6374,0.0011,0.1397,0.2833,0
6,231,0.702,0.1938,0.4388,0.4461,0
6,232,0.6822,0.0375,0.2278,0.3335,0
6,233,0.7701,0.0187,0.5121,0.418,0
6,234,0.7007,0.0,0.0,0.2803,0
6,235,0.9106,0.1048,0.2082,0.4478,0
6,236,0.5656,0.0267,0.0136,0.2396,0
6,237,0.7523,0.0434,0.38,0.3943,0
6,238,0.7451,0.0194,0.0025,0.3063,0
6,239,0.662,0.1359,0.1762,0.3544,0
6,240,0.7564,0.1523,0.6613,0.4957,1
6,241,0.6437,0.0182,0.0,0.2647,0
6,242,0.7044,0.0,0.1273,0.3072,0
6,243,0.4429,0.0103,0.0114,0.1836,0
6,244,0.5195,0.0407,0.1524,0.2545,0
6,245,0.6694,0.0296,0.5293,0.3854,0
6,246,0.5526,0.0312,0.0841,0.2503,0
6,247,0.3673,0.0592,0.3888,0.2484,0
6,248,0.9755,0.1956,0.5837,0.5852,2
6,249,0.4264,0.0008,0.0,0.1709,0
6,250,0.7877,0.0725,0.3517,0.4144,0
6,251,0.821,0.0,0.1951,0.3674,0
6,252,0.6815,0.0117,0.3837,0.354,0
6,253,0.4631,0.0393,0.2627,0.2535,0
6,254,0.9226,0.0264,0.1817,0.4159,0
6,255,0.9367,0.0557,0.1939,0.4357,0
6,256,0.6889,0.0013,0.1251,0.3011,0
6,257,0.6232,0.0174,0.0,0.2562,0
6,258,0.7495,0.0701,0.3411,0.3961,0
6,259,0.4998,0.0586,0.0137,0.2261,0
6,260,0.7158,0.0,0.2762,0.3416,0
6,261,0.4626,0.0,0.0865,0.2024,0
6,262,0.6002,0.062,0.0624,0.2773,0
6,263,0.7432,0.0067,0.1236,0.3247,0
6,264,0.5729,0.0991,0.0527,0.2794,0
6,265,0.6256,0.0204,0.0957,0.2775,0
6,266,0.7143,0.164,0.4462,0.4406,0
6,267,0.5437,0.0341,0.0645,0.244,0
6,268,0.682,0.0069,0.0,0.2756,0
6,269,0.5466,0.0363,0.1253,0.2582,0
6,270,0.8874,0.0,0.1461,0.3842,0
6,271,0.6975,0.0114,0.1207,0.3077,0
6,272,0.7401,0.0346,0.3919,0.3883,0
6,273,0.5662,0.0017,0.0787,0.2429,0
6,274,0.7916,0.0,0.1384,0.3443,0
6,275,0.7979,0.2357,0.5442,0.5223,1
6,276,0.8237,0.0518,0.1684,0.3839,0
6,277,0.615,0.1231,0.3599,0.3672,0
6,278,0.6658,0.0402,0.1877,0.3199,0
6,279,0.8349,0.0,0.1149,0.357,0
6,280,0.6747,0.067,0.1288,0.3224,0
6,281,0.8933,0.1689,0.5203,0.529,1
6,282,0.5026,0.0501,0.1052,0.2421,0
6,283,0.5567,0.06,0.1628,0.2793,0
6,284,0.6755,0.0084,0.0407,0.2817,0
6,285,0.822,0.0064,0.643,0.46,0
6,286,0.6902,0.1095,0.6179,0.4435,0
6,287,0.6178,0.0779,0.0328,0.2848,0
6,288,0.5592,0.013,0.4031,0.3095,0
6,289,0.7888,0.0,0.11,0.3375,0
6,290,0.3878,0.003,0.0,0.1563,0
6,291,0.5669,0.034,0.0763,0.2556,0
6,292,0.3759,0.2135,0.6211,0.36,0
6,293,0.5302,0.0163,0.1471,0.248,0
6,294,0.6219,0.0368,0.0023,0.264,0
6,295,0.5868,0.1497,0.216,0.3378,0
6,296,0.7263,0.2537,0.6988,0.5317,1
6,297,0.8173,0.193,0.3526,0.4746,1
6,298,0.7353,0.0,0.1536,0.3249,0
6,299,0.6803,0.1459,0.6853,0.4675,0
6,300,0.5581,0.0228,0.0357,0.2395,0
6,301,0.8161,0.0091,0.5379,0.4377,0
6,302,0.7238,0.1022,0.399,0.4102,0
6,303,0.9065,0.0786,0.2152,0.4371,0
6,304,0.5208,0.0654,0.1584,0.2662,0
6,305,0.6725,0.0198,0.1583,0.3086,0
6,306,0.9146,0.0328,0.0995,0.3989,0
6,307,0.7592,0.0,0.1956,0.3428,0
6,308,0.9811,0.191,0.9129,0.6514,2
6,309,0.7243,0.0077,0.1189,0.3166,0
6,310,0.6539,0.0025,0.5633,0.3752,0
6,311,0.6116,0.1771,0.5974,0.435,0
6,312,0.7291,0.0539,0.1061,0.3344,0
6,313,0.6898,0.1349,0.6686,0.4636,0
6,314,0.5964,0.0364,0.3765,0.3284,0
6,315,0.524,0.0142,0.0452,0.2243,0
6,316,0.8724,0.2159,0.4999,0.5353,1
6,317,0.6476,0.0368,0.4544,0.3646,0
6,318,0.6344,0.0305,0.0,0.266,0
6,319,0.6139,0.2464,0.2543,0.395,0
6,320,0.7453,0.0254,0.0177,0.3118,0
6,321,0.467,0.0,0.0,0.1868,0
6,322,0.9499,0.1072,0.6132,0.5455,1
6,323,0.9862,0.0118,0.2463,0.4485,0
6,324,0.9223,0.0306,0.4612,0.4734,1
6,325,0.6241,0.1133,0.4996,0.3949,0
6,326,0.5675,0.0,0.0076,0.2285,0
6,327,0.7475,0.1989,0.5658,0.4917,1
6,328,0.7611,0.2076,0.932,0.5739,2
6,329,0.6719,0.0417,0.1947,0.3244,0
6,330,0.4446,0.1672,0.4036,0.3255,0
6,331,0.6902,0.0292,0.0753,0.3028,0
6,332,0.7692,0.0101,0.0,0.3117,0
6,333,0.638,0.0201,0.1674,0.2967,0
6,334,0.694,0.0126,0.4647,0.3756,0
6,335,0.4864,0.1206,0.8163,0.4061,0
6,336,0.8879,0.1304,0.5975,0.5268,1
6,337,0.5332,0.0117,0.0185,0.2217,0
6,338,0.595,0.1118,0.0,0.2827,0
6,339,0.5968,0.1538,0.5509,0.4104,0
6,340,0.6728,0.0087,0.1789,0.3084,0
6,341,0.584,0.017,0.0714,0.2547,0
6,342,0.5783,0.0052,0.1734,0.2681,0
6,343,0.8715,0.004,0.4881,0.4478,0
6,344,0.7529,0.0193,0.0767,0.3242,0
6,345,0.7838,0.2063,0.879,0.5719,1
6,346,0.715,0.1147,0.6993,0.4718,1
6,347,0.9034,0.0246,0.1658,0.4044,0
6,348,0.6813,0.0,0.187,0.3099,0
6,349,0.6986,0.0473,0.1039,0.3192,0
6,350,0.6566,0.0878,0.0,0.2978,0
7,1,0.7827,0.0,0.0286,0.3188,0
7,2,0.5625,0.0322,0.0426,0.2464,0
7,3,0.6909,0.0033,0.0427,0.2862,0
7,4,0.7065,0.0296,0.189,0.3322,0
7,5,0.7858,0.0252,0.0869,0.3418,0
7,6,0.5207,0.1504,0.7746,0.4234,0
7,7,0.6165,0.0383,0.0,0.2619,0
7,8,0.8749,0.1126,0.4966,0.4943,1
7,9,0.8877,0.0129,0.5422,0.4687,1
7,10,0.4911,0.0443,0.0,0.2141,0
7,11,0.9249,0.0928,0.2502,0.4571,1
7,12,0.4252,0.1098,0.5252,0.319,0
7,13,0.3442,0.0436,0.426,0.2403,0
7,14,0.6716,0.2398,0.4192,0.4484,0
7,15,0.6903,0.0491,0.1153,0.3188,0
7,16,0.814,0.1044,0.2239,0.4121,0
7,17,0.6407,0.0335,0.0,0.2697,0
7,18,0.7241,0.0355,0.2053,0.3449,0
7,19,0.7382,0.0,0.4509,0.3855,0
7,20,0.759,0.2206,0.8667,0.5651,2
7,21,0.5224,0.0398,0.4008,0.305,0
7,22,0.6932,0.0992,0.6849,0.4539,0
7,23,0.4004,0.0,0.0,0.1602,0
7,24,0.4817,0.0,0.0,0.1927,0
7,25,0.879,0.0244,0.5332,0.468,1
7,26,0.7631,0.0588,0.2487,0.3785,0
7,27,0.6316,0.021,0.0173,0.2645,0
7,28,0.6105,0.0271,0.2547,0.306,0
7,29,0.6147,0.0289,0.0582,0.2691,0
7,30,0.5678,0.0199,0.0453,0.2441,0
7,31,0.8152,0.0282,0.4538,0.4281,0
7,32,0.7465,0.0884,0.489,0.4317,0
7,33,0.5563,0.0,0.2551,0.2736,0
7,34,0.7163,0.0716,0.0152,0.3182,0
7,35,0.8166,0.1174,0.1462,0.4028,0
7,36,0.6752,0.0712,0.442,0.387,0
7,37,0.6946,0.1224,0.2461,0.376,0
7,38,0.8707,0.0116,0.5048,0.4539,0
7,39,0.8689,0.0193,0.1068,0.3766,0
7,40,0.4868,0.0236,0.0,0.2042,0
7,41,0.7123,0.0373,0.4853,0.3969,0
7,42,0.6966,0.0056,0.0564,0.2922,0
7,43,0.7136,0.0735,0.4878,0.4124,0
7,44,0.9257,0.0822,0.5887,0.5209,1
7,45,0.957,0.0959,0.2572,0.4726,1
7,46,0.9513,0.1925,1.0,0.6575,2
7,47,0.8635,0.0455,0.3812,0.4399,0
7,48,0.7905,0.0235,0.4903,0.4236,0
7,49,0.4364,0.0028,0.0438,0.1845,0
7,50,0.3584,0.0,0.0,0.1434,0
7,51,0.7624,0.0822,0.0314,0.3441,0
7,52,0.8464,0.0182,0.0562,0.3571,0
7,53,0.6432,0.0659,0.0752,0.2986,0
7,54,0.854,0.0078,0.0047,0.3456,0
7,55,0.6637,0.0774,0.0347,0.3034,0
7,56,0.7116,0.05,0.2021,0.3451,0
7,57,0.5736,0.0552,0.2319,0.2979,0
7,58,0.7581,0.0776,0.1523,0.3648,0
7,59,0.8296,0.0704,0.3388,0.4278,0
7,60,0.8273,0.0476,0.1438,0.3787,0
7,61,0.6984,0.021,0.1092,0.3096,0
7,62,0.5591,0.1208,0.3057,0.3331,0
7,63,0.7295,0.1219,0.1476,0.3701,0
7,64,0.7555,0.0218,0.4268,0.3963,0
7,65,0.9683,0.0992,0.5593,0.5389,1
7,66,0.6268,0.1125,0.4861,0.3929,0
7,67,0.6528,0.0147,0.0,0.267,0
7,68,0.3485,0.2986,0.5076,0.3603,0
7,69,0.5683,0.0249,0.3796,0.3132,0
7,70,0.8883,0.0966,0.3531,0.4645,1
7,71,0.6051,0.1085,0.5537,0.3962,0
7,72,0.7712,0.1594,0.9872,0.5697,2
7,73,0.6195,0.1222,0.4942,0.3955,0
7,74,0.8165,0.0372,0.0,0.3415,0
7,75,0.6003,0.0545,0.0037,0.2627,0
7,76,0.5794,0.0,0.0,0.2318,0
7,77,0.6156,0.0116,0.0433,0.2595,0
7,78,0.8915,0.0336,0.2856,0.4272,0
7,79,0.6309,0.0001,0.4258,0.3376,0
7,80,0.5631,0.0015,0.2105,0.268,0
7,81,0.6772,0.0533,0.0797,0.3082,0
7,82,0.7933,0.1524,0.7923,0.5367,1
7,83,0.5226,0.0083,0.0294,0.2182,0
7,84,0.8759,0.1018,0.6151,0.5141,1
7,85,0.7764,0.0083,0.1153,0.3369,0
7,86,0.685,0.0522,0.146,0.3241,0
7,87,0.8222,0.0281,0.093,0.3587,0
7,88,0.7216,0.0636,0.6413,0.4423,0
7,89,0.858,0.0332,0.1485,0.3862,0
7,90,0.9901,0.0605,0.5859,0.5374,1
7,91,0.5314,0.0,0.0248,0.2175,0
7,92,0.8681,0.0646,0.3459,0.4423,0
7,93,0.4871,0.0472,0.0024,0.2142,0
7,94,0.6395,0.0619,0.0784,0.2963,0
7,95,0.7372,0.0404,0.0,0.311,0
7,96,0.6203,0.1078,0.075,0.3062,0
7,97,0.496,0.0154,0.055,0.2155,0
7,98,0.659,0.1106,0.1963,0.3471,0
7,99,0.852,0.0961,0.0658,0.3924,0
7,100,0.7236,0.0701,0.265,0.3705,0
7,101,0.5024,0.1581,0.7639,0.417,0
7,102,0.676,0.0124,0.0536,0.2861,0
7,103,0.661,0.1872,0.1968,0.3786,0
7,104,0.6971,0.1037,0.3963,0.3996,0
7,105,0.7234,0.2746,0.6942,0.538,1
7,106,0.6514,0.1551,0.3689,0.3964,0
7,107,0.4985,0.0,0.0,0.1994,0
7,108,0.5783,0.276,0.3368,0.4091,0
7,109,0.591,0.0276,0.1238,0.2722,0
7,110,0.8217,0.1272,0.703,0.5202,1
7,111,0.714,0.1447,0.3604,0.4156,0
7,112,0.9949,0.0073,0.2382,0.4485,0
7,113,0.5552,0.2546,0.3272,0.3894,0
7,114,0.7973,0.1147,0.6754,0.4999,1
7,115,0.6526,0.0196,0.1825,0.3054,0
7,116,0.782,0.0266,0.2698,0.3774,0
7,117,0.741,0.0249,0.1079,0.3279,0
7,118,0.6807,0.1579,0.5906,0.4535,0
7,119,0.6793,0.0599,0.0931,0.3143,0
7,120,0.687,0.0852,0.2667,0.3622,0
7,121,0.8191,0.0901,0.3801,0.4397,0
7,122,0.7556,0.0448,0.1038,0.3409,0
7,123,0.6312,0.1804,0.2602,0.3767,0
7,124,0.8677,0.0609,0.404,0.4523,0
7,125,0.6483,0.0333,0.0,0.2726,0
7,126,0.375,0.0,0.2651,0.203,0
7,127,0.6502,0.0567,0.1178,0.3063,0
7,128,0.6182,0.1004,0.7249,0.4325,0
7,129,0.8544,0.0123,0.2488,0.3964,0
7,130,0.7609,0.122,0.3389,0.4209,0
7,131,0.8473,0.0391,0.1917,0.3929,0
7,132,0.8201,0.0473,0.5357,0.4541,1
7,133,0.6521,0.0228,0.0,0.27,0
7,134,0.7406,0.0719,0.1596,0.3569,0
7,135,0.7766,0.1397,0.3953,0.4456,0
7,136,0.6432,0.0265,0.0321,0.2743,0
7,137,0.5519,0.046,0.1622,0.2716,0
7,138,0.8467,0.0185,0.0975,0.3656,0
7,139,0.6339,0.0594,0.0696,0.2912,0
7,140,0.6807,0.1029,0.0187,0.3172,0
7,141,0.6684,0.1662,0.2688,0.3876,0
7,142,0.6668,0.2097,0.5082,0.4522,0
7,143,0.4445,0.0831,0.5686,0.3248,0
7,144,0.8802,0.1621,0.1427,0.4455,0
7,145,0.8121,0.045,0.1873,0.3803,0
7,146,0.7356,0.0,0.0,0.2943,0
7,147,0.9593,0.0531,0.7063,0.5462,2
7,148,0.8412,0.0431,0.0245,0.3587,0
7,149,0.8767,0.1997,0.4501,0.5206,1
7,150,0.5852,0.1042,0.0,0.2758,0
7,151,0.8316,0.0387,0.2643,0.401,0
7,152,0.4983,0.02,0.0504,0.2174,0
7,153,0.8757,0.1129,0.2642,0.4483,0
7,154,0.7441,0.0198,0.1617,0.3379,0
7,155,0.8814,0.0791,0.1755,0.4193,0
7,156,0.4515,0.0714,0.0264,0.2144,0
7,157,0.4986,0.2087,0.4229,0.3675,0
7,158,0.6927,0.0752,0.123,0.3318,0
7,159,0.701,0.0292,0.2492,0.3419,0
7,160,0.7261,0.0496,0.1285,0.336,0
7,161,0.7534,0.0481,0.0372,0.328,0
7,162,0.3592,0.0465,0.0024,0.1628,0
7,163,0.7385,0.0725,0.0712,0.3387,0
7,164,0.7727,0.0606,0.2978,0.3929,0
7,165,0.7363,0.0507,0.1761,0.35,0
7,166,0.6958,0.0358,0.0454,0.3017,0
7,167,0.8192,0.027,0.1662,0.3717,0
7,168,0.8642,0.1359,0.2646,0.453,0
7,169,0.8091,0.1162,0.6821,0.5066,1
7,170,0.6408,0.1036,0.2403,0.3458,0
7,171,0.951,0.0865,0.2882,0.4727,1
7,172,0.7072,0.0,0.0996,0.3028,0
7,173,0.7098,0.0401,0.0945,0.3189,0
7,174,0.6404,0.0483,0.3108,0.3376,0
7,175,0.4444,0.1261,0.1455,0.2573,0
7,176,0.7654,0.0013,0.4962,0.4059,0
7,177,0.7573,0.0143,0.2514,0.3589,0
7,178,0.5232,0.0335,0.0,0.2227,0
7,179,0.8492,0.0836,0.1947,0.4121,0
7,180,0.7563,0.1097,0.147,0.3758,0
7,181,0.6186,0.1332,0.3891,0.3786,0
7,182,0.5849,0.024,0.1832,0.2802,0
7,183,0.5923,0.0,0.1315,0.2632,0
7,184,0.5891,0.0815,0.4429,0.3568,0
7,185,0.9917,0.0397,0.1806,0.4487,0
7,186,0.8816,0.0164,0.1121,0.3816,0
7,187,0.6341,0.0452,0.5459,0.3809,0
7,188,0.4593,0.0037,0.0362,0.1925,0
7,189,0.7074,0.1257,0.5385,0.4409,0
7,190,0.8785,0.0689,0.2504,0.429,0
7,191,0.6387,0.05,0.0,0.2755,0
7,192,0.8368,0.0324,0.5155,0.4508,0
7,193,0.6992,0.0,0.3726,0.3542,0
7,194,0.8252,0.0369,0.0779,0.3604,0
7,195,0.6368,0.0773,0.3286,0.3514,0
7,196,0.4881,0.1059,0.2208,0.2817,0
7,197,0.4945,0.0102,0.0749,0.2168,0
7,198,0.4675,0.0377,0.0,0.2021,0
7,199,0.6547,0.0474,0.0279,0.2864,0
7,200,0.8221,0.1141,0.3808,0.4507,0
7,201,0.3375,0.0762,0.1342,0.1923,0
7,202,0.5624,0.0926,0.0697,0.2759,0
7,203,0.995,0.0148,0.5764,0.5192,1
7,204,0.6566,0.0,0.084,0.2795,0
7,205,0.5432,0.0078,0.0,0.2204,0
7,206,0.5884,0.0068,0.3389,0.3059,0
7,207,0.7206,0.2493,0.7012,0.5282,1
7,208,0.8726,0.0,0.5708,0.4632,1
7,209,0.8627,0.0351,0.3532,0.4298,0
7,210,0.716,0.0234,0.1944,0.3347,0
7,211,0.7756,0.0178,0.3258,0.3825,0
7,212,0.5757,0.0424,0.3434,0.3159,0
7,213,0.4658,0.0393,0.431,0.2882,0
7,214,0.6834,0.0836,0.6197,0.4307,0
7,215,0.4996,0.0163,0.0,0.2063,0
7,216,0.6264,0.2112,0.4691,0.4288,0
7,217,0.8424,0.0944,0.4104,0.4568,1
7,218,0.7655,0.0609,0.0276,0.3361,0
7,219,0.9427,0.0404,0.5774,0.5087,1
7,220,0.5803,0.0,0.0388,0.2399,0
7,221,0.6442,0.0477,0.1819,0.3131,0
7,222,0.6026,0.0,0.4733,0.3357,0
7,223,1.0,0.1954,0.9741,0.673,2
7,224,0.5888,0.1103,0.1352,0.3067,0
7,225,0.7333,0.1128,0.2143,0.3813,0
7,226,0.8065,0.0668,0.3495,0.4192,0
7,227,0.5703,0.0422,0.0182,0.2487,0
7,228,0.8329,0.2179,0.5212,0.5246,1
7,229,0.5958,0.0358,0.0,0.2526,0
7,230,0.7032,0.0612,0.0052,0.3068,0
7,231,0.7029,0.0534,0.3483,0.3722,0
7,232,0.5943,0.0215,0.0,0.2463,0
7,233,0.6712,0.0213,0.0733,0.2917,0
7,234,0.5207,0.0272,0.3683,0.2928,0
7,235,0.7643,0.1136,0.1516,0.3815,0
7,236,0.6593,0.0263,0.3584,0.3459,0
7,237,0.699,0.054,0.121,0.3254,0
7,238,0.8407,0.0513,0.0,0.3568,0
7,239,0.8115,0.0938,0.0954,0.3812,0
7,240,0.6763,0.0983,0.1617,0.3422,0
7,241,0.808,0.0467,0.3919,0.4202,0
7,242,0.6514,0.0493,0.1507,0.3104,0
7,243,0.4175,0.0051,0.2634,0.2217,0
7,244,0.7696,0.0216,0.4322,0.4029,0
7,245,0.7232,0.036,0.1255,0.3288,0
7,246,0.6269,0.0649,0.1154,0.2998,0
7,247,0.3621,0.0499,0.3376,0.2323,0
7,248,0.8079,0.0276,0.1661,0.3674,0
7,249,0.3901,0.038,0.2798,0.2272,0
7,250,0.8434,0.0596,0.2356,0.4083,0
7,251,0.7518,0.0413,0.1475,0.3467,0
7,252,0.7183,0.0,0.0251,0.2924,0
7,253,0.3847,0.0328,0.0,0.167,0
7,254,0.9006,0.0584,0.1011,0.4038,0
7,255,0.8357,0.1097,0.2281,0.4238,0
7,256,0.7133,0.0,0.0753,0.3004,0
7,257,0.5622,0.0297,0.0001,0.2368,0
7,258,0.8451,0.0169,0.5136,0.4475,0
7,259,0.5134,0.0703,0.0252,0.2385,0
7,260,0.8754,0.0222,0.1608,0.3912,0
7,261,0.4239,0.0794,0.0711,0.2155,0
7,262,0.46,0.0568,0.1306,0.2328,0
