experience_id,profile_id,job_title,client_sector,start_date,end_date,duration_months,experience_skills,experience_summary
234,66,ML Engineer Junior,Public,2023-11-05,2024-07-05,8,FastAPI | Power BI | SAP | SQL,"Intervention comme ml engineer junior pour un client du secteur public, avec delivery sur SAP, SQL, FastAPI, Power BI."
235,66,Data Engineer Junior,Public,2024-08-04,2025-03-04,7,Databricks | NLP | SAP,"Intervention comme data engineer junior pour un client du secteur public, avec delivery sur NLP, Databricks, SAP."
236,66,Data Analyst Junior,Public,2025-03-14,2025-12-14,9,Airflow | Databricks | NLP | Tableau,"Intervention comme data analyst junior pour un client du secteur public, avec delivery sur NLP, Databricks, Tableau, Airflow."
237,67,CRM Solution Engineer Confirmed,Assurance,2017-01-11,2019-10-11,33,C# | GCP | Python,"Intervention comme crm solution engineer confirmed pour un client du secteur assurance, avec delivery sur Python, GCP, C#."
238,67,CRM Analyst Confirmed,Assurance,2019-11-05,2023-02-05,39,C# | GCP | Power BI | Python | SQL | Salesforce,"Intervention comme crm analyst confirmed pour un client du secteur assurance, avec delivery sur Salesforce, Power BI, SQL, C#."
239,67,CRM Solution Engineer Senior,Assurance,2023-02-27,2026-02-27,36,Power BI | SQL | Salesforce,"Intervention comme crm solution engineer senior pour un client du secteur assurance, avec delivery sur SQL, Power BI, Salesforce."
240,68,Cloud Engineer Confirmed,Public,2018-12-01,2019-08-01,8,DevOps | Python | Terraform,"Intervention comme cloud engineer confirmed pour un client du secteur public, avec delivery sur Terraform, DevOps, Python."
241,68,Cloud Engineer Senior,Public,2019-08-22,2025-12-22,76,AWS | DevOps | Docker | GCP | Kubernetes | Power BI,"Intervention comme cloud engineer senior pour un client du secteur public, avec delivery sur Power BI, Kubernetes, DevOps, GCP."
242,69,Data Engineer Junior,Telecom,2022-12-26,2025-03-26,27,Databricks | SOC | SQL | dbt,"Intervention comme data engineer junior pour un client du secteur telecom, avec delivery sur SOC, Databricks, dbt, SQL."
243,69,Data Scientist Confirmed,Public,2025-04-29,2026-01-29,9,Databricks | SOC | SQL | Snowflake,"Intervention comme data scientist confirmed pour un client du secteur public, avec delivery sur Databricks, SQL, SOC, Snowflake."
244,70,Platform Engineer Junior,Industrie,2022-06-16,2023-03-16,9,DevOps | Salesforce | Terraform | dbt,"Intervention comme platform engineer junior pour un client du secteur industrie, avec delivery sur dbt, Terraform, Salesforce, DevOps."
245,70,Architecte Cloud Junior,Retail,2023-04-01,2023-12-01,8,AWS | Databricks | GCP | Python | Salesforce,"Intervention comme architecte cloud junior pour un client du secteur retail, avec delivery sur Python, AWS, GCP, Salesforce."
246,70,Architecte Cloud Junior,Industrie,2024-01-10,2024-10-10,9,AWS | DevOps | Docker | Python | Salesforce,"Intervention comme architecte cloud junior pour un client du secteur industrie, avec delivery sur DevOps, Docker, Salesforce, AWS."
247,70,Architecte Cloud Junior,Industrie,2024-11-13,2025-06-13,7,DevOps | GCP | Python | Salesforce,"Intervention comme architecte cloud junior pour un client du secteur industrie, avec delivery sur GCP, Python, DevOps, Salesforce."
248,70,Architecte Cloud Junior,Retail,2025-07-25,2026-02-25,7,AWS | Salesforce | dbt,"Intervention comme architecte cloud junior pour un client du secteur retail, avec delivery sur dbt, Salesforce, AWS."
249,71,Platform Engineer Junior,Energie,2023-04-29,2023-12-29,8,GCP | Java | Kubernetes | Python,"Intervention comme platform engineer junior pour un client du secteur energie, avec delivery sur Kubernetes, Python, GCP, Java."
250,71,Architecte Cloud Junior,Energie,2024-01-30,2024-10-30,9,DevOps | GCP | Kubernetes | Python | Salesforce | Terraform,"Intervention comme architecte cloud junior pour un client du secteur energie, avec delivery sur GCP, Kubernetes, Python, DevOps."
251,71,Platform Engineer Junior,Telecom,2024-12-09,2025-08-09,8,DevOps | Java | Kubernetes | Salesforce | Terraform,"Intervention comme platform engineer junior pour un client du secteur telecom, avec delivery sur Salesforce, DevOps, Kubernetes, Terraform."
252,71,Consultant Cloud Junior,Telecom,2025-08-27,2026-03-27,7,Kubernetes | Python | Terraform,"Intervention comme consultant cloud junior pour un client du secteur telecom, avec delivery sur Python, Terraform, Kubernetes."
253,72,Platform Engineer Junior,Public,2020-12-05,2022-02-05,14,GCP | SOC | Terraform,"Intervention comme platform engineer junior pour un client du secteur public, avec delivery sur SOC, Terraform, GCP."
254,72,Consultant Cloud Junior,Public,2022-03-08,2023-01-08,10,Azure | Docker | GCP | Kubernetes | Python | Terraform,"Intervention comme consultant cloud junior pour un client du secteur public, avec delivery sur Docker, Azure, Python, Terraform."
255,72,Cloud Engineer Confirmed,Public,2023-02-04,2023-09-04,7,AWS | Azure | SOC | Terraform,"Intervention comme cloud engineer confirmed pour un client du secteur public, avec delivery sur AWS, Terraform, SOC, Azure."
256,72,Platform Engineer Confirmed,Public,2023-09-28,2024-08-28,11,C# | DevOps | Kubernetes | SOC,"Intervention comme platform engineer confirmed pour un client du secteur public, avec delivery sur Kubernetes, DevOps, C#, SOC."
257,72,Consultant Cloud Confirmed,Public,2024-09-30,2026-03-31,18,Azure | DevOps | GCP | Kubernetes,"Intervention comme consultant cloud confirmed pour un client du secteur public, avec delivery sur Kubernetes, GCP, DevOps, Azure."
258,73,SRE Junior,Public,2014-10-06,2018-07-06,45,Azure | DevOps | Docker | SQL | Tableau | Terraform,"Intervention comme sre junior pour un client du secteur public, avec delivery sur Docker, SQL, DevOps, Tableau."
259,73,Platform DevOps Confirmed,Public,2018-08-12,2020-05-12,21,DevOps | Docker | SQL,"Intervention comme platform devops confirmed pour un client du secteur public, avec delivery sur DevOps, Docker, SQL."
260,73,Platform DevOps Confirmed,Telecom,2020-06-24,2024-08-24,50,Azure | DevOps | Docker | Kubernetes | SQL | Terraform,"Intervention comme platform devops confirmed pour un client du secteur telecom, avec delivery sur Azure, Kubernetes, Docker, DevOps."
261,73,DevOps Engineer Senior,Public,2024-09-13,2025-05-13,8,Azure | DevOps | Docker | SQL | Tableau | Terraform,"Intervention comme devops engineer senior pour un client du secteur public, avec delivery sur Terraform, SQL, Tableau, Docker."
262,73,DevOps Engineer Senior,Retail,2025-06-25,2026-02-25,8,Azure | Docker | Kubernetes | SQL,"Intervention comme devops engineer senior pour un client du secteur retail, avec delivery sur Kubernetes, SQL, Docker, Azure."
263,74,CRM Analyst Junior,Industrie,2022-09-04,2023-07-04,10,C# | Power BI | Python,"Intervention comme crm analyst junior pour un client du secteur industrie, avec delivery sur C#, Python, Power BI."
264,74,CRM Solution Engineer Junior,Industrie,2023-07-14,2024-02-14,7,IAM | Java | Power BI | Python,"Intervention comme crm solution engineer junior pour un client du secteur industrie, avec delivery sur Python, Power BI, Java, IAM."
265,74,CRM Solution Engineer Confirmed,Industrie,2024-03-21,2025-02-21,11,C# | IAM | Java | Power BI | Python,"Intervention comme crm solution engineer confirmed pour un client du secteur industrie, avec delivery sur C#, IAM, Power BI, Java."
266,74,Expert CRM Confirmed,Industrie,2025-03-26,2025-11-26,8,IAM | Java | Power BI | Python,"Intervention comme expert crm confirmed pour un client du secteur industrie, avec delivery sur IAM, Java, Power BI, Python."
267,75,Consultant Digital Junior,Banque,2019-12-14,2021-02-14,14,Azure | Docker | FastAPI | SAP,"Intervention comme consultant digital junior pour un client du secteur banque, avec delivery sur FastAPI, SAP, Docker, Azure."
268,75,Lead Developer Confirmed,Sante,2021-02-27,2023-07-27,29,Azure | Docker | FastAPI | Python | SAP | Tableau,"Intervention comme lead developer confirmed pour un client du secteur sante, avec delivery sur Docker, Azure, Tableau, SAP."
269,75,Full Stack Engineer Confirmed,Sante,2023-08-26,2026-01-26,29,Azure | Docker | Tableau,"Intervention comme full stack engineer confirmed pour un client du secteur sante, avec delivery sur Docker, Azure, Tableau."
270,76,ML Engineer Junior,Sante,2022-10-22,2023-09-22,11,Airflow | Spark | Tableau | dbt,"Intervention comme ml engineer junior pour un client du secteur sante, avec delivery sur dbt, Tableau, Airflow, Spark."
271,76,Data Engineer Confirmed,Retail,2023-10-26,2025-02-26,16,Databricks | Python | SQL | dbt,"Intervention comme data engineer confirmed pour un client du secteur retail, avec delivery sur dbt, SQL, Python, Databricks."
272,76,Data Analyst Confirmed,Sante,2025-03-23,2025-12-23,9,Airflow | MLOps | Python | Tableau,"Intervention comme data analyst confirmed pour un client du secteur sante, avec delivery sur Airflow, Tableau, MLOps, Python."
273,77,Business Analyst ERP Junior,Energie,2022-01-08,2024-12-08,35,Python | SAP | Snowflake | Terraform,"Intervention comme business analyst erp junior pour un client du secteur energie, avec delivery sur Terraform, Snowflake, Python, SAP."
274,77,Business Analyst ERP Confirmed,Sante,2024-12-25,2026-01-25,13,Airflow | SAP | Snowflake,"Intervention comme business analyst erp confirmed pour un client du secteur sante, avec delivery sur Snowflake, Airflow, SAP."
275,78,Architecte Cyber Junior,Industrie,2020-01-21,2021-04-21,15,Azure | GCP | IAM | Kubernetes | Power BI,"Intervention comme architecte cyber junior pour un client du secteur industrie, avec delivery sur Azure, IAM, Power BI, Kubernetes."
276,78,Consultant Cyber Junior,Assurance,2021-05-12,2022-08-12,15,GCP | Kubernetes | Power BI | Python | SIEM,"Intervention comme consultant cyber junior pour un client du secteur assurance, avec delivery sur SIEM, Python, GCP, Kubernetes."
277,78,Expert IAM Confirmed,Telecom,2022-09-10,2023-06-10,9,Azure | Kubernetes | Python,"Intervention comme expert iam confirmed pour un client du secteur telecom, avec delivery sur Kubernetes, Azure, Python."
278,78,Consultant Cyber Confirmed,Assurance,2023-06-27,2026-03-27,33,AWS | IAM | Power BI | Python | SIEM | SQL,"Intervention comme consultant cyber confirmed pour un client du secteur assurance, avec delivery sur AWS, SIEM, Python, SQL."
279,79,Lead Developer Junior,Industrie,2020-10-07,2021-07-07,9,Databricks | FastAPI | Python | SQL | dbt,"Intervention comme lead developer junior pour un client du secteur industrie, avec delivery sur SQL, Databricks, Python, dbt."
280,79,Lead Developer Junior,Industrie,2021-08-08,2022-09-08,13,Docker | React | dbt,"Intervention comme lead developer junior pour un client du secteur industrie, avec delivery sur Docker, dbt, React."
281,79,Full Stack Engineer Confirmed,Industrie,2022-09-26,2023-03-26,6,Databricks | Docker | FastAPI | Python | React | dbt,"Intervention comme full stack engineer confirmed pour un client du secteur industrie, avec delivery sur FastAPI, Python, Docker, dbt."
282,79,Full Stack Engineer Confirmed,Industrie,2023-04-19,2024-06-19,14,Databricks | Docker | Python | React | dbt,"Intervention comme full stack engineer confirmed pour un client du secteur industrie, avec delivery sur Docker, Databricks, Python, dbt."
283,79,Product Analyst Confirmed,Public,2024-07-30,2026-01-30,18,Databricks | Docker | FastAPI | React | SQL | dbt,"Intervention comme product analyst confirmed pour un client du secteur public, avec delivery sur Databricks, Docker, dbt, FastAPI."
284,80,Data Engineer Junior,Industrie,2022-07-11,2023-03-11,8,Power BI | Spark | Terraform | dbt,"Intervention comme data engineer junior pour un client du secteur industrie, avec delivery sur Spark, Terraform, Power BI, dbt."
285,80,Data Engineer Junior,Industrie,2023-03-31,2024-01-31,10,Azure | Docker | MLOps,"Intervention comme data engineer junior pour un client du secteur industrie, avec delivery sur Docker, MLOps, Azure."
286,80,ML Engineer Junior,Industrie,2024-03-03,2024-11-03,8,Azure | MLOps | Power BI | Terraform | dbt,"Intervention comme ml engineer junior pour un client du secteur industrie, avec delivery sur dbt, Power BI, Azure, Terraform."
287,80,ML Engineer Junior,Industrie,2024-12-05,2025-07-05,7,Azure | Docker | MLOps | Power BI | Terraform | dbt,"Intervention comme ml engineer junior pour un client du secteur industrie, avec delivery sur MLOps, dbt, Azure, Power BI."
288,80,Data Analyst Junior,Industrie,2025-07-27,2026-02-27,7,Docker | MLOps | NLP | Terraform | dbt,"Intervention comme data analyst junior pour un client du secteur industrie, avec delivery sur Docker, dbt, NLP, Terraform."
289,81,Lead Developer Junior,Energie,2016-01-10,2018-03-10,26,DevOps | Python | Spark,"Intervention comme lead developer junior pour un client du secteur energie, avec delivery sur DevOps, Python, Spark."
290,81,Consultant Digital Confirmed,Industrie,2018-04-04,2019-05-04,13,DevOps | Java | SQL,"Intervention comme consultant digital confirmed pour un client du secteur industrie, avec delivery sur Java, SQL, DevOps."
291,81,Consultant Digital Senior,Energie,2019-05-18,2022-01-18,32,C# | Docker | Java | Python | SQL | Spark,"Intervention comme consultant digital senior pour un client du secteur energie, avec delivery sur Spark, Java, Python, Docker."
292,81,Lead Developer Senior,Energie,2022-01-28,2026-02-28,49,C# | DevOps | Docker | Python | SQL | Spark,"Intervention comme lead developer senior pour un client du secteur energie, avec delivery sur Spark, Python, DevOps, SQL."
293,82,SRE Junior,Energie,2022-03-02,2022-11-02,8,AWS | DevOps | GCP | NLP | Terraform,"Intervention comme sre junior pour un client du secteur energie, avec delivery sur DevOps, NLP, GCP, AWS."
294,82,Lead DevOps Confirmed,Energie,2022-11-17,2024-09-17,22,DevOps | GCP | Kubernetes | NLP | SOC,"Intervention comme lead devops confirmed pour un client du secteur energie, avec delivery sur GCP, NLP, Kubernetes, SOC."
295,82,Lead DevOps Confirmed,Energie,2024-09-27,2026-03-27,18,AWS | DevOps | GCP | Kubernetes,"Intervention comme lead devops confirmed pour un client du secteur energie, avec delivery sur DevOps, Kubernetes, AWS, GCP."
296,83,CRM Solution Engineer Junior,Industrie,2015-08-22,2017-07-22,23,C# | Power BI | Python | React | SQL | Salesforce,"Intervention comme crm solution engineer junior pour un client du secteur industrie, avec delivery sur React, C#, SQL, Python."
297,83,Consultant Salesforce Confirmed,Industrie,2017-09-02,2018-04-02,7,DevOps | Power BI | Python | React | SQL,"Intervention comme consultant salesforce confirmed pour un client du secteur industrie, avec delivery sur Python, DevOps, Power BI, React."
298,83,CRM Analyst Confirmed,Banque,2018-04-12,2021-01-12,33,Power BI | Python | Salesforce,"Intervention comme crm analyst confirmed pour un client du secteur banque, avec delivery sur Python, Salesforce, Power BI."
299,83,CRM Solution Engineer Senior,Industrie,2021-02-03,2021-10-03,8,C# | Power BI | React,"Intervention comme crm solution engineer senior pour un client du secteur industrie, avec delivery sur Power BI, React, C#."
300,83,CRM Analyst Senior,Industrie,2021-11-01,2025-12-01,49,C# | DevOps | React | Salesforce,"Intervention comme crm analyst senior pour un client du secteur industrie, avec delivery sur C#, React, DevOps, Salesforce."
301,84,SRE Junior,Industrie,2021-02-28,2022-04-30,14,Azure | Docker | GCP | Kubernetes | Python | Salesforce,"Intervention comme sre junior pour un client du secteur industrie, avec delivery sur Python, GCP, Azure, Salesforce."
302,84,Lead DevOps Confirmed,Public,2022-05-30,2026-03-30,46,Azure | Docker | Salesforce,"Intervention comme lead devops confirmed pour un client du secteur public, avec delivery sur Salesforce, Docker, Azure."
303,85,Expert IAM Junior,Industrie,2024-10-11,2025-08-11,10,Databricks | IAM | Python | SIEM | SOC | SQL,"Intervention comme expert iam junior pour un client du secteur industrie, avec delivery sur Databricks, SQL, SOC, Python."
304,85,Analyste SOC Junior,Industrie,2025-09-01,2026-03-01,6,Azure | Databricks | IAM | Python | SIEM | SQL,"Intervention comme analyste soc junior pour un client du secteur industrie, avec delivery sur IAM, Databricks, SQL, SIEM."
305,86,Business Analyst ERP Junior,Industrie,2022-12-31,2023-08-31,8,Power BI | SAP | Snowflake | Tableau,"Intervention comme business analyst erp junior pour un client du secteur industrie, avec delivery sur Power BI, Tableau, Snowflake, SAP."
306,86,Consultant SAP Confirmed,Retail,2023-09-16,2024-08-16,11,Python | SAP | Snowflake | Tableau,"Intervention comme consultant sap confirmed pour un client du secteur retail, avec delivery sur Snowflake, Python, SAP, Tableau."
307,86,Expert ERP Confirmed,Retail,2024-09-25,2026-02-25,17,AWS | Python | SQL,"Intervention comme expert erp confirmed pour un client du secteur retail, avec delivery sur AWS, Python, SQL."
308,87,Lead Developer Junior,Industrie,2024-01-28,2024-08-28,7,C# | Docker | FastAPI | Java | Python | Spark,"Intervention comme lead developer junior pour un client du secteur industrie, avec delivery sur Spark, Docker, Python, Java."
309,87,Lead Developer Junior,Industrie,2024-09-17,2025-07-17,10,Azure | Docker | FastAPI | Java | React,"Intervention comme lead developer junior pour un client du secteur industrie, avec delivery sur React, Java, FastAPI, Azure."
310,87,Product Analyst Junior,Industrie,2025-08-14,2026-03-14,7,Azure | FastAPI | Java | Python | React,"Intervention comme product analyst junior pour un client du secteur industrie, avec delivery sur Java, Azure, React, FastAPI."
311,88,DevOps Engineer Junior,Assurance,2021-03-06,2025-01-06,46,Azure | DevOps | Python | SAP | Terraform,"Intervention comme devops engineer junior pour un client du secteur assurance, avec delivery sur Azure, Python, SAP, Terraform."
312,88,Platform DevOps Confirmed,Sante,2025-01-30,2026-03-30,14,Azure | Python | Terraform,"Intervention comme platform devops confirmed pour un client du secteur sante, avec delivery sur Python, Terraform, Azure."
313,89,CRM Analyst Junior,Energie,2020-12-27,2023-01-27,25,C# | Power BI | Python | SQL,"Intervention comme crm analyst junior pour un client du secteur energie, avec delivery sur C#, Python, Power BI, SQL."
314,89,Expert CRM Junior,Energie,2023-02-28,2024-08-29,18,C# | Java | Power BI | Python | SIEM | Salesforce,"Intervention comme expert crm junior pour un client du secteur energie, avec delivery sur SIEM, Salesforce, C#, Power BI."
315,89,Consultant Salesforce Confirmed,Energie,2024-09-14,2025-06-14,9,Java | Power BI | SIEM | Salesforce,"Intervention comme consultant salesforce confirmed pour un client du secteur energie, avec delivery sur SIEM, Salesforce, Java, Power BI."
316,89,Consultant Salesforce Confirmed,Energie,2025-06-28,2026-02-28,8,Java | Python | Salesforce,"Intervention comme consultant salesforce confirmed pour un client du secteur energie, avec delivery sur Python, Salesforce, Java."
317,90,Data Engineer Junior,Energie,2020-02-14,2024-09-14,55,Databricks | FastAPI | NLP | Spark,"Intervention comme data engineer junior pour un client du secteur energie, avec delivery sur FastAPI, NLP, Spark, Databricks."
318,90,Data Analyst Confirmed,Public,2024-10-16,2026-03-16,17,Databricks | FastAPI | NLP | Spark,"Intervention comme data analyst confirmed pour un client du secteur public, avec delivery sur NLP, FastAPI, Spark, Databricks."
319,91,Consultant Digital Confirmed,Banque,2010-10-08,2011-09-08,11,Java | NLP | Python | Salesforce,"Intervention comme consultant digital confirmed pour un client du secteur banque, avec delivery sur Python, Java, NLP, Salesforce."
320,91,Consultant Digital Senior,Banque,2011-10-20,2013-09-20,23,C# | Java | Python | React | Salesforce | Tableau,"Intervention comme consultant digital senior pour un client du secteur banque, avec delivery sur Java, Tableau, Salesforce, Python."
321,91,Lead Developer Senior,Banque,2013-10-12,2014-10-12,12,FastAPI | React | SIEM,"Intervention comme lead developer senior pour un client du secteur banque, avec delivery sur React, FastAPI, SIEM."
322,91,Lead Developer Expert,Banque,2014-11-25,2026-01-25,134,C# | Java | Python | React | Tableau,"Intervention comme lead developer expert pour un client du secteur banque, avec delivery sur Tableau, C#, Java, React."
323,92,DevOps Engineer Junior,Banque,2021-03-11,2025-05-11,50,AWS | Azure | DevOps | Docker | Kubernetes | Python,"Intervention comme devops engineer junior pour un client du secteur banque, avec delivery sur Python, DevOps, Kubernetes, AWS."
324,92,SRE Confirmed,Banque,2025-05-29,2026-03-29,10,DevOps | Docker | GCP,"Intervention comme sre confirmed pour un client du secteur banque, avec delivery sur DevOps, GCP, Docker."
325,93,Expert CRM Senior,Industrie,2013-01-12,2017-05-12,52,C# | MLOps | Power BI | Salesforce,"Intervention comme expert crm senior pour un client du secteur industrie, avec delivery sur Salesforce, MLOps, C#, Power BI."
326,93,Consultant Salesforce Expert,Energie,2017-05-29,2026-01-29,104,C# | MLOps | Power BI | SQL,"Intervention comme consultant salesforce expert pour un client du secteur energie, avec delivery sur C#, MLOps, SQL, Power BI."
327,94,Analyste SOC Junior,Energie,2014-12-25,2019-03-25,51,Azure | GCP | IAM | Python | SOC | SQL,"Intervention comme analyste soc junior pour un client du secteur energie, avec delivery sur Azure, GCP, Python, SOC."
328,94,Consultant Cyber Confirmed,Energie,2019-04-20,2022-11-20,43,AWS | Azure | Python | React | SOC | Terraform,"Intervention comme consultant cyber confirmed pour un client du secteur energie, avec delivery sur Azure, Python, Terraform, AWS."
329,94,Consultant Cyber Senior,Energie,2022-12-01,2025-07-01,31,AWS | GCP | IAM | React | SOC | SQL,"Intervention comme consultant cyber senior pour un client du secteur energie, avec delivery sur SQL, IAM, SOC, GCP."
330,94,Expert IAM Senior,Energie,2025-08-14,2026-03-14,7,IAM | React | SOC | SQL | Terraform,"Intervention comme expert iam senior pour un client du secteur energie, avec delivery sur IAM, React, Terraform, SOC."
331,95,Product Analyst Senior,Sante,2012-02-18,2016-12-18,58,C# | Docker | Python,"Intervention comme product analyst senior pour un client du secteur sante, avec delivery sur Docker, Python, C#."
332,95,Consultant Digital Expert,Industrie,2017-01-12,2026-03-12,110,C# | Docker | Python | SQL,"Intervention comme consultant digital expert pour un client du secteur industrie, avec delivery sur SQL, Python, Docker, C#."
333,96,ML Engineer Junior,Energie,2019-12-18,2024-04-18,52,SQL | Spark | dbt,"Intervention comme ml engineer junior pour un client du secteur energie, avec delivery sur dbt, Spark, SQL."
334,96,ML Engineer Confirmed,Banque,2024-05-27,2026-01-27,20,Airflow | FastAPI | NLP | Power BI | SQL | Spark,"Intervention comme ml engineer confirmed pour un client du secteur banque, avec delivery sur FastAPI, NLP, Power BI, SQL."
335,97,Full Stack Engineer Junior,Assurance,2022-10-29,2023-10-29,12,Azure | C# | Docker | Java,"Intervention comme full stack engineer junior pour un client du secteur assurance, avec delivery sur Docker, Azure, Java, C#."
336,97,Full Stack Engineer Junior,Assurance,2023-12-11,2024-06-11,6,Python | React | SQL | Tableau,"Intervention comme full stack engineer junior pour un client du secteur assurance, avec delivery sur React, Tableau, SQL, Python."
337,97,Full Stack Engineer Confirmed,Assurance,2024-07-10,2025-06-10,11,FastAPI | Python | React | SQL | Tableau,"Intervention comme full stack engineer confirmed pour un client du secteur assurance, avec delivery sur FastAPI, Tableau, SQL, Python."
338,97,Full Stack Engineer Confirmed,Assurance,2025-06-25,2026-01-25,7,C# | Docker | FastAPI,"Intervention comme full stack engineer confirmed pour un client du secteur assurance, avec delivery sur C#, FastAPI, Docker."
339,98,DevOps Engineer Junior,Assurance,2022-11-19,2024-04-19,17,Azure | GCP | Kubernetes | NLP | Python | Terraform,"Intervention comme devops engineer junior pour un client du secteur assurance, avec delivery sur Terraform, Azure, NLP, GCP."
340,98,Lead DevOps Junior,Assurance,2024-05-26,2025-02-26,9,Docker | GCP | Kubernetes | NLP | Terraform,"Intervention comme lead devops junior pour un client du secteur assurance, avec delivery sur Terraform, Docker, GCP, Kubernetes."
341,98,Platform DevOps Junior,Assurance,2025-03-27,2026-01-27,10,Azure | Docker | GCP | Kubernetes | NLP | Terraform,"Intervention comme platform devops junior pour un client du secteur assurance, avec delivery sur Azure, Docker, Kubernetes, Terraform."
342,99,Data Scientist Junior,Assurance,2021-11-08,2022-05-08,6,Databricks | Power BI | React | Spark | Tableau,"Intervention comme data scientist junior pour un client du secteur assurance, avec delivery sur Power BI, Spark, Databricks, Tableau."
343,99,Data Scientist Junior,Assurance,2022-06-16,2023-05-16,11,Azure | NLP | Power BI | React,"Intervention comme data scientist junior pour un client du secteur assurance, avec delivery sur Power BI, React, Azure, NLP."
344,99,ML Engineer Confirmed,Retail,2023-06-14,2024-03-14,9,NLP | React | Spark,"Intervention comme ml engineer confirmed pour un client du secteur retail, avec delivery sur Spark, React, NLP."
345,99,Data Scientist Confirmed,Assurance,2024-04-13,2025-07-13,15,Azure | Databricks | Tableau,"Intervention comme data scientist confirmed pour un client du secteur assurance, avec delivery sur Azure, Databricks, Tableau."
346,99,Data Scientist Confirmed,Retail,2025-07-26,2026-02-26,7,Azure | Databricks | React | Spark | Tableau,"Intervention comme data scientist confirmed pour un client du secteur retail, avec delivery sur Spark, React, Azure, Databricks."
347,100,Architecte Cloud Junior,Retail,2015-12-24,2016-06-24,6,Docker | Kubernetes | Power BI | Salesforce,"Intervention comme architecte cloud junior pour un client du secteur retail, avec delivery sur Kubernetes, Salesforce, Power BI, Docker."
348,100,Cloud Engineer Confirmed,Industrie,2016-07-07,2021-05-07,58,AWS | Azure | DevOps | Kubernetes | SAP | Salesforce,"Intervention comme cloud engineer confirmed pour un client du secteur industrie, avec delivery sur AWS, SAP, Salesforce, Kubernetes."
349,100,Architecte Cloud Senior,Industrie,2021-05-30,2024-07-30,38,Azure | Kubernetes | Power BI | Python | Salesforce,"Intervention comme architecte cloud senior pour un client du secteur industrie, avec delivery sur Kubernetes, Python, Power BI, Salesforce."
350,100,Cloud Engineer Senior,Sante,2024-08-25,2026-02-25,18,DevOps | Kubernetes | SAP,"Intervention comme cloud engineer senior pour un client du secteur sante, avec delivery sur DevOps, Kubernetes, SAP."
351,101,Cloud Engineer Confirmed,Energie,2017-01-20,2018-07-20,18,AWS | Azure | DevOps | GCP,"Intervention comme cloud engineer confirmed pour un client du secteur energie, avec delivery sur Azure, AWS, DevOps, GCP."
352,101,Architecte Cloud Senior,Public,2018-08-25,2026-02-25,90,AWS | Airflow | Docker,"Intervention comme architecte cloud senior pour un client du secteur public, avec delivery sur Airflow, AWS, Docker."
353,102,ML Engineer Confirmed,Retail,2008-11-30,2014-10-31,71,GCP | MLOps | NLP | Spark | Terraform,"Intervention comme ml engineer confirmed pour un client du secteur retail, avec delivery sur NLP, GCP, Terraform, MLOps."
354,102,Data Engineer Confirmed,Retail,2014-11-27,2016-12-27,25,GCP | MLOps | NLP | SQL | Salesforce | Terraform,"Intervention comme data engineer confirmed pour un client du secteur retail, avec delivery sur Salesforce, GCP, Terraform, SQL."
355,102,Data Scientist Senior,Retail,2017-01-15,2017-12-15,11,FastAPI | GCP | SQL | Spark | Terraform,"Intervention comme data scientist senior pour un client du secteur retail, avec delivery sur Spark, GCP, SQL, FastAPI."
356,102,Data Analyst Senior,Retail,2018-01-06,2023-10-06,69,Airflow | FastAPI | NLP | Spark | Terraform,"Intervention comme data analyst senior pour un client du secteur retail, avec delivery sur FastAPI, NLP, Spark, Airflow."
357,102,Data Analyst Expert,Retail,2023-11-14,2026-03-14,28,Airflow | GCP | MLOps | NLP | SQL | Salesforce,"Intervention comme data analyst expert pour un client du secteur retail, avec delivery sur NLP, SQL, MLOps, Airflow."
358,103,Consultant Cloud Confirmed,Sante,2010-12-04,2013-08-04,32,AWS | Azure | Terraform | dbt,"Intervention comme consultant cloud confirmed pour un client du secteur sante, avec delivery sur Terraform, dbt, AWS, Azure."
359,103,Architecte Cloud Senior,Sante,2013-08-15,2018-05-15,57,AWS | Azure | DevOps | Kubernetes | Terraform | dbt,"Intervention comme architecte cloud senior pour un client du secteur sante, avec delivery sur dbt, AWS, Azure, DevOps."
360,103,Consultant Cloud Expert,Telecom,2018-06-27,2026-01-27,91,AWS | Azure | Kubernetes | dbt,"Intervention comme consultant cloud expert pour un client du secteur telecom, avec delivery sur AWS, dbt, Kubernetes, Azure."
361,104,Architecte Cyber Junior,Public,2017-11-14,2021-09-14,46,AWS | Azure | Python | SIEM | SQL | Terraform,"Intervention comme architecte cyber junior pour un client du secteur public, avec delivery sur SQL, Python, Azure, SIEM."
362,104,Analyste SOC Confirmed,Industrie,2021-10-23,2022-12-23,14,Azure | Databricks | Python | SIEM | SOC | Terraform,"Intervention comme analyste soc confirmed pour un client du secteur industrie, avec delivery sur Azure, Python, SOC, Terraform."
363,104,Expert IAM Senior,Assurance,2023-02-01,2024-07-01,17,AWS | Azure | Databricks | SIEM | SOC | SQL,"Intervention comme expert iam senior pour un client du secteur assurance, avec delivery sur AWS, SOC, SIEM, Databricks."
364,104,Architecte Cyber Senior,Industrie,2024-07-27,2026-02-27,19,Databricks | SOC | Terraform,"Intervention comme architecte cyber senior pour un client du secteur industrie, avec delivery sur Terraform, SOC, Databricks."
